,LEVEL,POSITION,EXPERIENCE,GENDER,COMPANY,WORK_TYPE,CITY,CURRENCY,SALARY_AVG_TL
897,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,7499
898,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Kadın,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,13499
899,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,29499
900,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,DIGER,Ofis,yurt_ici,₺ - Türk Lirası,18499
901,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,20499
902,Middle,OTHERS,5 - 7 Yıl,Kadın,DIGER,Hibrit,yurt_ici,₺ - Türk Lirası,6499
903,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,15499
904,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Fintech / Finans,Remote,yurt_ici,₺ - Türk Lirası,17499
905,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,18499
906,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,24499
907,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,21499
908,Junior,OTHERS,1 - 3 Yıl,Kadın,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,5499
909,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,15499
910,Junior,DATA SCIENTIST,1 - 3 Yıl,Erkek,Startup,Remote,yurt_disi,$ - Dolar,46565
911,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,25499
912,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,DIGER,Geçici Remote,yurt_ici,₺ - Türk Lirası,12499
913,Senior,TEAM / TECH LEAD,5 - 7 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,25499
914,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,17499
915,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,23499
916,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,16499
917,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,10499
918,Junior,GAME DEVELOPER,1 - 3 Yıl,Erkek,Oyun,Remote,yurt_ici,$ - Dolar,46565
919,Middle,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,25499
920,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,20499
921,Junior,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,9499
922,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Outsource,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,22499
923,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,6499
924,Senior,DEVOPS ENGINEER,7 - 10 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,14499
925,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,DIGER,Hibrit,yurt_disi,£ - Sterlin,78948
926,Senior,TEAM / TECH LEAD,15 Yıl ve üzeri,Erkek,Kurumsal,Geçici Hibrit,yurt_disi,€ - Euro,87605
927,Senior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_disi,€ - Euro,68135
928,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,33499
929,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Kadın,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,9499
930,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,23499
931,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,27499
932,Junior,DATABASE ADMIN,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,5499
933,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,10499
934,Senior,TEAM / TECH LEAD,15 Yıl ve üzeri,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,14499
935,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,19499
936,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,8499
937,Senior,SOFTWARE ARCHITECT,15 Yıl ve üzeri,Erkek,Startup,Remote,yurt_disi,$ - Dolar,121085
938,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,12499
939,Senior,SOFTWARE ARCHITECT,10 - 14 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,22499
940,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,7499
941,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Kadın,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,12499
942,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,5499
943,Junior,GAME DEVELOPER,0 - 1 Yıl,Erkek,Oyun,Hibrit,yurt_ici,₺ - Türk Lirası,15499
944,Senior,SOFTWARE ARCHITECT,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_disi,₺ - Türk Lirası,32499
945,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,E-Ticaret,Remote,yurt_disi,$ - Dolar,83825
946,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,13499
947,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,21499
948,Junior,EMBEDDED SOFTWARE DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,15499
949,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,6499
950,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,18499
951,Middle,MOBILE APPLICATION DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,16499
952,Middle,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,13499
953,Senior,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,21499
954,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,8499
955,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,15499
956,Senior,CTO,15 Yıl ve üzeri,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,20499
957,Senior,CTO,10 - 14 Yıl,Erkek,E-Ticaret,Geçici Remote,yurt_disi,£ - Sterlin,146628
958,Middle,MOBILE APPLICATION DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,$ - Dolar,46565
959,Middle,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Fintech / Finans,Remote,yurt_ici,₺ - Türk Lirası,10499
960,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,7499
961,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,7499
962,Senior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,9499
963,Junior,DATABASE ADMIN,1 - 3 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,8499
964,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,10499
965,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,5499
966,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,5499
967,Middle,SOFTWARE ARCHITECT,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,25499
968,Senior,FRONT-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,18499
969,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,7499
970,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Kadın,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,25499
971,Middle,FRONT-END DEVELOPER,7 - 10 Yıl,Kadın,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,10499
972,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,9499
973,Junior,DATA SCIENTIST,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,10499
974,Senior,SOFTWARE ARCHITECT,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_disi,€ - Euro,87605
975,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,24499
976,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,12499
977,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,Startup,Remote,yurt_ici,€ - Euro,68135
978,Middle,MOBILE APPLICATION DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,14499
979,Senior,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,15499
980,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,18499
981,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,10499
982,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,10499
983,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,22499
984,Middle,QA / TEST AUTOMATION DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,19499
985,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Yazılım & Teknoloji,Remote,yurt_ici,₺ - Türk Lirası,10499
986,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,9499
987,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,11499
988,Senior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Ofis,yurt_ici,₺ - Türk Lirası,15499
989,Senior,SOFTWARE DEVELOPMENT MANAGER,15 Yıl ve üzeri,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,15499
990,Senior,TEAM / TECH LEAD,5 - 7 Yıl,Erkek,Startup,Geçici Remote,yurt_ici,₺ - Türk Lirası,27499
991,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,DIGER,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,19499
992,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,19499
993,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,18499
994,Middle,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,6499
995,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,9499
996,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,29499
997,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,10499
998,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,20499
999,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,10499
1000,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,17499
1001,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Kadın,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,10499
1002,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Yazılım & Teknoloji,Geçici Remote,yurt_ici,₺ - Türk Lirası,5499
1003,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,44499
1004,Senior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,19499
1005,Senior,GAME DEVELOPER,1 - 3 Yıl,Erkek,Oyun,Ofis,yurt_ici,₺ - Türk Lirası,20499
1006,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,39499
1007,Senior,TEAM / TECH LEAD,5 - 7 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,20499
1008,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,20499
1009,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,16499
1010,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,18499
1011,Senior,TEAM / TECH LEAD,3 - 5 Yıl,Erkek,Startup,Remote,yurt_ici,$ - Dolar,46565
1012,Middle,MOBILE APPLICATION DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,12499
1013,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,19499
1014,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,9499
1015,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,10499
1016,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,14499
1017,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Kadın,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,15499
1018,Middle,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,9499
1019,Middle,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_disi,₺ - Türk Lirası,8499
1020,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,DIGER,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,14499
1021,Senior,OTHERS,7 - 10 Yıl,Erkek,DIGER,Geçici Remote,yurt_ici,₺ - Türk Lirası,20499
1022,Middle,DEVOPS ENGINEER,5 - 7 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,20499
1023,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,15499
1024,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,5499
1025,Senior,MOBILE APPLICATION DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,24499
1026,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,26499
1027,Senior,BACK-END DEVELOPER,15 Yıl ve üzeri,Erkek,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,20499
1028,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,17499
1029,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,12499
1030,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,14499
1031,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Outsource,Hibrit,yurt_ici,₺ - Türk Lirası,24499
1032,Middle,DEVOPS ENGINEER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,11499
1033,Senior,MOBILE APPLICATION DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,19499
1034,Junior,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,8499
1035,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Outsource,Hibrit,yurt_ici,₺ - Türk Lirası,8499
1036,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,9499
1037,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Startup,Hibrit,yurt_ici,€ - Euro,68135
1038,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,21499
1039,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,5499
1040,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,14499
1041,Senior,MOBILE APPLICATION DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,19499
1042,Middle,GAME DEVELOPER,1 - 3 Yıl,Erkek,Oyun,Remote,yurt_ici,₺ - Türk Lirası,11499
1043,Middle,DEVOPS ENGINEER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,28499
1044,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,18499
1045,Senior,FRONT-END DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,21499
1046,Senior,EMBEDDED SOFTWARE DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,11499
1047,Senior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,13499
1048,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,15499
1049,Junior,SOFTWARE ARCHITECT,7 - 10 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,11499
1050,Junior,DATABASE ADMIN,1 - 3 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,11499
1051,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,12499
1052,Middle,FRONT-END DEVELOPER,5 - 7 Yıl,Kadın,Startup,Remote,yurt_ici,$ - Dolar,46565
1053,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,8499
1054,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,6499
1055,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,40499
1056,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Kadın,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,7499
1057,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,14499
1058,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,DIGER,Remote,yurt_ici,₺ - Türk Lirası,55000
1059,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,18499
1060,Senior,SOFTWARE DEVELOPMENT MANAGER,15 Yıl ve üzeri,Erkek,Kurumsal,Hibrit,yurt_disi,£ - Sterlin,56388
1061,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,20499
1062,Senior,FRONT-END DEVELOPER,3 - 5 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,16499
1063,Middle,DATABASE ADMIN,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,6499
1064,Senior,TEAM / TECH LEAD,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,23499
1065,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,16499
1066,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,DIGER,Remote,yurt_ici,₺ - Türk Lirası,55000
1067,Senior,CTO,15 Yıl ve üzeri,Erkek,Dijital / Reklam Ajansı,Hibrit,yurt_ici,₺ - Türk Lirası,45499
1068,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_disi,€ - Euro,107075
1069,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Kadın,Startup,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,7499
1070,Senior,TEAM / TECH LEAD,15 Yıl ve üzeri,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,20499
1071,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,15499
1072,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,14499
1073,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,18499
1074,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Startup,Geçici Remote,yurt_ici,₺ - Türk Lirası,16499
1075,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,11499
1076,Middle,DEVOPS ENGINEER,3 - 5 Yıl,Erkek,E-Ticaret,Geçici Remote,yurt_ici,₺ - Türk Lirası,16499
1077,Middle,EMBEDDED SOFTWARE DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,14499
1078,Middle,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Outsource,Hibrit,yurt_ici,₺ - Türk Lirası,13499
1079,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,DIGER,Remote,yurt_ici,₺ - Türk Lirası,12499
1080,Senior,FRONT-END DEVELOPER,7 - 10 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,20499
1081,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,8499
1082,Middle,GAME DEVELOPER,3 - 5 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,14499
1083,Middle,EMBEDDED SOFTWARE DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,12499
1084,Middle,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Geçici Remote,yurt_ici,₺ - Türk Lirası,13499
1085,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Kadın,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,19499
1086,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,11499
1087,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,43499
1088,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,30499
1089,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,24499
1090,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Kadın,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,12499
1091,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,27499
1092,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Kadın,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,21499
1093,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,15499
